UID,y_true,p_HDF,p_Normal,p_OSF,p_PWF,p_TWF
123,Normal,3.392075353264377e-08,0.9999999658865811,1.3296628633633237e-15,8.821206920498939e-18,1.9266400467319075e-10
124,Normal,2.259923600059793e-14,0.9999999960402097,2.4124913925333483e-17,9.289202555688703e-16,3.959766763542785e-09
127,Normal,1.5964619391805942e-06,0.9999551360916619,4.5137527114889254e-08,4.306065592238634e-05,1.6165294942825917e-07
139,Normal,1.3097972106761519e-11,0.9999461293963028,7.494534759868854e-13,1.4203552048017903e-11,5.387057564634116e-05
140,Normal,1.0230219245425695e-07,0.9999993204367125,1.8855682483471988e-07,4.5424703089466884e-13,3.8870381603763574e-07
142,Normal,3.413592323279708e-14,0.999979587742167,1.268994816394009e-14,2.316899758226603e-18,2.0412257786280712e-05
146,Normal,2.0873633642965818e-13,0.9996060377652559,2.4376349660075814e-13,1.4436956801254256e-19,0.00039396223429154627
150,Normal,2.1154636205263217e-12,0.9993041841999615,3.8845487731886497e-10,6.434078070280236e-17,0.0006958154094682396
151,Normal,4.081050419479384e-11,0.9992195808473554,1.1649993522144607e-08,9.840194235616433e-17,0.0007804074618404017
153,Normal,1.852674011810381e-13,0.9933335936777403,1.6987270067320316e-09,4.33175346544891e-11,0.006666404580029772
155,Normal,3.267197045772219e-13,0.9862782589991841,2.258908186124722e-09,3.4098519678233317e-16,0.013721738741580721
156,Normal,4.169601797916992e-23,0.9732852867972761,3.034262103245973e-16,7.076239050312988e-10,0.02671471249509961
160,Normal,7.820182036228099e-12,0.9284790836247995,0.024095600457026314,1.0632384802887965e-09,0.047425314847115596
162,OSF,7.387588814550661e-13,0.0032973500740279592,0.9958460481069619,4.795899674158695e-09,0.0008565970223717708
167,Normal,5.3345328935559854e-20,0.9999999999999641,5.185151822952514e-31,4.9857427185789244e-23,3.590341723576155e-14
168,Normal,3.533979122257713e-15,0.9999999999999762,1.3404885044352709e-29,1.1414493147826693e-20,2.0306335268835514e-14
171,Normal,1.7601459838256482e-16,0.9999999999995122,5.66779386094969e-27,4.0810031184978176e-20,4.877002998436013e-13
175,Normal,4.560283090472725e-08,0.99999995269592,2.8788419933973724e-19,1.7011694822506761e-09,7.958406134578514e-14
178,Normal,2.0103668243904925e-25,0.9999999998944672,7.490297721139487e-27,5.891529835943946e-15,1.0552687719815574e-10
179,Normal,2.4112497896961445e-11,0.9999999999756589,4.191243671563435e-21,1.0282612671646595e-13,1.2579887093285333e-13
181,Normal,2.1439054132086984e-12,0.9999999999948914,1.3091736575410901e-20,2.246797867640221e-12,7.178896576049595e-13
182,Normal,4.837758470718705e-24,0.9999999997295183,1.3800244359844664e-27,1.663019531876623e-18,2.7048179617000956e-10
184,Normal,4.5908141612017596e-15,0.9999999999998521,3.7624561140393666e-25,2.3675943222692884e-21,1.4335477354601868e-13
190,Normal,9.407224551253337e-15,0.9999999998459002,6.000928674093864e-22,2.886345949492761e-16,1.5409005294763885e-10
191,Normal,9.81015195104735e-13,0.9999999999830398,1.6772044152476934e-18,1.84869787929439e-12,1.413050628843716e-11
192,Normal,3.15107921371826e-19,0.9999999999404408,5.72440877756512e-23,3.248602622765969e-18,5.955920734377067e-11
195,PWF,7.582142836985048e-37,0.00461546802208062,4.2215890068345385e-25,0.9953840839992019,4.479787175406845e-07
201,Normal,1.728917990722557e-17,0.9999999987177863,2.2116696012654525e-21,1.919694837487134e-19,1.2822136964835152e-09
204,Normal,1.0676283891104132e-14,0.999999999456747,3.28917390201781e-21,3.3551330608237972e-22,5.432423511356135e-10
208,PWF,5.649023160340175e-10,0.38770353354559267,7.562184573601013e-10,0.6121861560326052,0.00011030910068122718
212,Normal,1.9805145470786597e-16,0.9999999560449032,1.6493154354889416e-19,2.053024130476996e-20,4.395509656470178e-08
214,Normal,6.068234869322341e-12,0.9999999896483204,6.351030173237202e-16,4.024981258879181e-20,1.0345610623227738e-08
219,Normal,1.6996086025451582e-13,0.9999995607655019,9.180603670026883e-17,3.512836255479937e-22,4.392343279692478e-07
227,Normal,3.4836499619544385e-10,0.9999977889132489,2.0646076023999517e-09,1.3033818825540418e-16,2.2086737783862526e-06
232,Normal,1.5918043072628674e-11,0.9999155668782691,3.410380700148167e-10,6.826671824969246e-18,8.443276477482651e-05
244,Normal,4.8007235849782836e-12,0.9812503945469024,5.031197813780223e-05,1.718960832337722e-13,0.018699293469987277
252,Normal,1.1822731848076583e-14,0.9999999999999862,7.341629240947407e-30,7.356787775423495e-21,2.032678533292235e-15
253,Normal,1.76270760766062e-18,0.9999999999999961,3.1597674987905265e-28,5.2382430503808965e-20,3.924904392915612e-15
254,Normal,2.620782581106458e-11,0.9999999999737922,2.934686525389697e-27,1.5291019145636856e-19,3.6398328537413205e-17
255,Normal,3.398323774040988e-16,0.9999999999999992,1.4861703712411108e-29,9.225674711677457e-23,4.4156143040380933e-16
256,Normal,3.530539756296169e-15,0.999999999999996,1.3402846596800872e-28,1.5005319795039448e-21,4.450339767115503e-16
257,Normal,4.628977444859423e-08,0.9593680130879086,3.2213519983573023e-18,0.040631940620291254,2.0256898499652826e-12
259,Normal,3.063448264768531e-15,0.9999999999999964,1.2964190814026863e-29,5.733606575935396e-24,5.535453520296016e-16
261,Normal,6.957470867773806e-14,0.9999999999820112,4.483173253636252e-24,1.3958517492774059e-11,3.960714370966142e-12
263,Normal,3.383784980375733e-21,0.9999999999948244,1.4725377894126213e-27,8.30784046383907e-21,5.17567182570285e-12
271,Normal,1.348399936535382e-17,0.9999999999963645,5.318106910257439e-27,3.8193913054922873e-20,3.6355992817021978e-12
272,Normal,6.610785313779312e-13,0.9999999999977712,1.0971824211453234e-25,4.1234064604754753e-22,1.567707155064173e-12
276,Normal,6.308702741778856e-10,0.9999999980934342,7.16298190244828e-17,1.265852258094093e-09,9.843144306626918e-12
277,Normal,2.738137106007892e-20,0.9999999979787383,1.0690233743623543e-23,1.4463342938074883e-18,2.021261757304415e-09
281,Normal,1.3834267816823023e-12,0.9999999999189473,2.768339977636478e-22,2.3824959887966546e-19,7.966923708008752e-11
283,Normal,4.5102779436549756e-10,0.9999999993330843,5.646097108930813e-19,1.3511895232829948e-15,2.1588666429768814e-10
287,Normal,1.3366567801751587e-17,0.9999999997606138,3.276059847455319e-23,1.1972802933658102e-21,2.393862173429966e-10
292,Normal,4.670523700545141e-15,0.9999999999153759,2.347571691167273e-20,6.070039228914222e-20,8.461946536548422e-11
296,Normal,1.0305686153952884e-18,0.9999990127155689,4.235871305769969e-19,5.330470106251977e-16,9.87284430487476e-07
297,Normal,2.794512211257129e-13,0.9999999994581815,3.210193526364286e-17,2.3381931069659066e-19,5.415390019943204e-10
299,Normal,3.1792706548211513e-28,0.9999964467163995,2.032151337441218e-23,3.80248997121734e-10,3.552903351478177e-06
300,Normal,2.0149202172817373e-16,0.9999995148969218,7.490553167726776e-19,2.5316674793336333e-19,4.851030779436257e-07
301,Normal,3.4213792064130355e-18,0.9999999571379298,2.8235615343329206e-17,2.662517990314016e-16,4.2862070091980055e-08
305,Normal,4.3125383765289766e-20,0.9999985426567779,7.895192116977731e-19,4.484180984004222e-18,1.4573432221631348e-06
309,Normal,2.6175251751564697e-12,0.9999999367386576,1.7622463903729915e-13,1.2013743685388776e-20,6.325854859406452e-08
313,Normal,1.987187731147507e-14,0.9999704749031887,1.8350950210843103e-14,2.0674408278869088e-21,2.952509677316534e-05
316,Normal,8.188652517626276e-17,0.9999290294068996,1.6116598924711235e-10,6.189467131286313e-11,7.097037003956375e-05
317,Normal,2.395540348286703e-18,0.9997280930710291,1.1939481522880296e-12,5.692431946652794e-13,0.00027190692720784347
326,Normal,3.732985413086101e-18,0.9888168976387519,9.261778341816119e-12,8.374511171533046e-16,0.011183102351985276
327,Normal,1.985695836962496e-14,0.9960714646207383,3.453519936936742e-07,3.4641687199542174e-14,0.00392819002721352
328,OSF,4.1441516913383385e-14,0.0034999426829413383,0.9962524107671137,1.5801560147882768e-07,0.0002474885343020669
329,Normal,4.0848272381759343e-19,0.974086611448348,1.3140605528853686e-12,1.749778867019644e-12,0.0259133885485882
335,Normal,5.234548296390795e-16,0.999999999999996,2.0998694960243943e-29,4.2846051605399653e-19,3.4050050634004573e-15
336,Normal,1.5427003633964785e-23,0.9999999999999795,2.921613171437046e-30,3.522579982208806e-22,2.0593260312111328e-14
337,Normal,4.233951969479192e-27,0.9999999999321432,1.895461850277668e-28,2.377658253048681e-14,6.783312503225277e-11
341,Normal,1.2760728220879073e-16,0.9999999999999996,1.3955155270422839e-29,2.1307890479025904e-23,3.0528511517488885e-16
345,Normal,2.442554286804169e-33,0.9992282589662403,9.111849449579355e-27,0.0007716935167969734,4.751696268344929e-08
347,Normal,5.25545672980068e-16,0.999999999999909,1.8446279390764455e-27,2.86956093495639e-19,9.046024444233686e-14
350,Normal,4.4642330667118975e-19,0.9999999999998979,2.276625703035742e-27,4.281249318569198e-22,1.022162279437787e-13
353,Normal,1.2656063336638963e-16,0.9999999999945384,7.915203034481711e-25,3.1001015923336757e-16,5.46125783503768e-12
354,Normal,1.7393348636777608e-23,0.9999999999903004,4.9094608952066857e-29,7.433217504586356e-22,9.699643164219632e-12
357,Normal,5.3343507734437287e-14,0.999999999997558,8.734172367568478e-24,9.146154411035199e-18,2.388761042018315e-12
363,Normal,5.484068905139594e-22,0.9999999997496337,2.289996893025289e-26,2.9319987348496965e-21,2.5036628683884606e-10
372,Normal,5.727085150968045e-19,0.9999999994489426,1.2817220750669647e-20,4.507589257000441e-18,5.510575203089361e-10
379,Normal,8.55713110970548e-22,0.9999999777790185,3.3820621105605696e-21,1.1409068752523436e-17,2.2220981471494962e-08
380,Normal,5.401641829065424e-22,0.9999999712920297,7.412461760612952e-22,2.112208136399897e-19,2.8707970307787502e-08
381,PWF,7.462649498722507e-35,0.003664845435119562,8.840795968041523e-23,0.9963337543383078,1.4002265725366267e-06
382,Normal,7.428286185451158e-18,0.9999999927554007,5.026325720692491e-18,1.862482855422075e-18,7.2445992659958005e-09
383,Normal,2.5027410733062657e-14,0.9999999995461529,1.4147986331541402e-16,2.367484890605057e-20,4.53821959300193e-10
384,Normal,8.307323435784677e-22,0.9999859569366977,3.695700235964553e-19,2.9585999492126877e-13,1.4043063006504185e-05
390,Normal,3.181104512847606e-14,0.9999804184093197,2.2625611402588626e-11,4.795427566079563e-09,1.9576772595192568e-05
391,Normal,2.6577447638021045e-15,0.9999999054733443,7.407435464352033e-13,6.015156137277492e-16,9.452591180405688e-08
394,Normal,1.138660871032171e-13,0.999997680303705,2.6562479009016225e-12,2.0721095965390256e-14,2.319693504101225e-06
395,Normal,6.411205183309436e-17,0.999998897096676,2.626589407051384e-14,1.259245085660602e-17,1.1029032976743488e-06
400,Normal,2.7795514579063693e-14,0.999992157102997,7.152787384034442e-08,7.018942078548738e-14,7.771369031175974e-06
402,Normal,2.6441373979978125e-19,0.9997021630978828,1.4075746639731845e-13,1.1280422066041084e-14,0.00029783690196506687
403,Normal,5.4560575925047205e-19,0.9998214868195471,6.271996502432228e-13,2.7319539499518813e-15,0.00017851317982301498
406,Normal,2.976457724707702e-13,0.7711182074147998,0.22798363056649795,2.0359983061401175e-06,0.0008961260200982886
407,Normal,2.8357512761217738e-14,0.995565236844111,0.003830918522140865,5.579353899548791e-09,0.0006038390543659383
412,Normal,8.704226797894972e-14,0.9960418940926749,4.792929027745046e-06,8.325579826625532e-15,0.0039533129782020875
413,Normal,2.235134345757335e-13,0.9955097355776529,0.0005304524585539334,4.376063750981963e-13,0.003959811963131979
416,Normal,7.713570334975758e-15,0.9891879552618512,2.8273102175762485e-05,3.362495167829678e-12,0.010783771632602747
417,Normal,9.859070502808902e-15,0.9778834519084995,1.1655827935387076e-07,2.0321247536923946e-16,0.022116431533211186
423,Normal,2.031609919174497e-12,0.9999999999964724,2.6812356897440137e-24,1.4954344987225122e-12,5.134889354173702e-16
424,Normal,2.5803401757883683e-16,0.9999999999999993,1.3384970617155102e-27,4.507879291799767e-19,4.694788033445767e-16
428,Normal,6.685894419859516e-18,0.9999999999999799,1.674870969950532e-29,1.1580962199359252e-20,2.009216561162992e-14
431,Normal,3.4869688816399363e-19,0.9999999999999696,4.8725610650468314e-27,2.880334591440942e-20,3.052560218271478e-14
433,Normal,6.653686744537882e-17,0.9999999999999746,5.6447195454672324e-30,8.460833476109125e-24,2.5367552936511006e-14
436,Normal,7.085082612635161e-17,0.9999999999999867,1.3122684070823767e-26,4.5702254057244585e-21,1.3101306286804093e-14
438,Normal,3.0503947020064762e-18,0.9999999999999527,1.3756180096069254e-26,2.1828197826995726e-21,4.734327268673176e-14
440,Normal,1.7488633473334312e-18,0.9999999999993261,1.1389480542558387e-28,2.33358923675035e-24,6.739249409271955e-13
443,PWF,1.644998649608614e-12,0.32121770580420356,1.7733880979571686e-14,0.6787822931867218,1.0074119781642493e-09
447,Normal,1.3512120315745176e-16,0.9999999999998227,2.661534773934506e-26,1.044972241030239e-24,1.7723675131838777e-13
451,Normal,6.522271130466063e-16,0.9999999999952607,1.3948257767137166e-26,4.578978682585132e-24,4.738639107284202e-12
452,Normal,8.304161853243752e-18,0.9999999999057081,5.022522446647847e-25,2.2109939166801956e-18,9.429195486091515e-11
455,Normal,2.2596368369106884e-16,0.9999999999851318,6.716473663070446e-20,1.9361042646094897e-17,1.4868020693281737e-11
459,Normal,1.9729955372559353e-17,0.9999999999540123,7.785240414692263e-21,3.839177201561796e-20,4.5987657644376404e-11
461,Normal,3.164928624791683e-18,0.9999999988636417,4.758942122047976e-24,4.368204835917848e-22,1.1363582900411626e-09
467,Normal,1.2928507504568951e-18,0.9999999971894312,4.0943863215308136e-18,7.832242717246163e-18,2.810568830250817e-09
477,Normal,4.683292388307806e-18,0.9999994069624032,2.4432707368332574e-15,7.40915800432659e-18,5.930375943122714e-07
478,Normal,1.3487918061653978e-18,0.9999944921405403,7.864661333622285e-18,1.1557017823501218e-19,5.507859459714615e-06
481,Normal,2.5252586249775016e-18,0.9999915578937986,4.816257970317017e-16,1.9659400593083103e-20,8.44210620098346e-06
482,Normal,5.890714490930429e-19,0.9999551865565853,1.9979630506924326e-15,1.9568194231165229e-16,4.481344341253274e-05
483,Normal,1.3580369902187272e-17,0.9999909873748104,1.7613451688333413e-13,4.698848381136529e-18,9.012625013489092e-06
484,Normal,1.1252783317216197e-14,0.9998715728065196,0.0001075107376113098,2.2075367310343324e-09,2.091424832112651e-05
485,Normal,8.562058878346176e-18,0.9999671073655011,3.4356012003672555e-14,2.7896668394616155e-19,3.2892634464555854e-05
486,Normal,6.800429548241821e-20,0.9992430223457437,2.7807436164668845e-15,2.326258353033461e-15,0.0007569776542511745
489,Normal,6.228817909217844e-17,0.999802809189822,2.5002264396327294e-08,9.817646321130198e-12,0.00019716579809588426
493,Normal,1.876740188171909e-14,0.9994328729539615,2.87013164487801e-08,1.634398611916943e-17,0.0005670983447032159
496,Normal,5.026060558525331e-18,0.983032553252572,9.68529523192431e-09,5.901994254772502e-11,0.01696743700311289
502,Normal,2.02050685422267e-16,0.975852500632724,8.269717720976946e-07,9.86209442507238e-12,0.02414667238564172
508,Normal,1.0713035047604167e-19,0.9999999999999742,6.84546764664565e-32,1.3367019916205812e-18,2.574667050428804e-14
509,Normal,2.533752695356746e-25,0.9999999999991673,8.25404198441639e-29,1.3628042107078341e-17,8.327749108672608e-13
511,Normal,2.8398970410967394e-19,0.9999999999999943,1.1075168727803062e-28,1.7666429580186967e-21,5.686680875224384e-15
512,Normal,1.2814844745646505e-17,0.9999999999999992,7.696016168328104e-30,1.1716272579354752e-23,7.974459265244693e-16
516,Normal,9.286140277221068e-23,0.9999999999998301,6.479067223605263e-29,2.181320363880012e-22,1.6984265229885473e-13
518,Normal,2.133975763467769e-17,0.9999998398351243,2.600234721099525e-24,1.6013869713719693e-07,2.6178532848172194e-11
522,Normal,3.0481904138498114e-18,0.999999999999982,2.598993889580478e-29,5.973543404937034e-26,1.8026550525986327e-14
523,Normal,3.6600230794888266e-20,0.9999999999999543,1.0491029652808396e-30,9.218498100608655e-23,4.583091202396916e-14
534,Normal,2.530647465660027e-21,0.9999999999825079,5.656176613152649e-26,6.429393101065063e-22,1.749215272709654e-11
535,Normal,2.3309160355654007e-20,0.999999999985713,3.2718726384174974e-25,1.1219746076505565e-21,1.428708144536135e-11
536,Normal,5.011905967945789e-19,0.9999999999204429,2.225536390080368e-25,3.5750891733059563e-16,7.955679234068792e-11
538,Normal,6.281882034820366e-22,0.9999999998829109,5.8432269138385305e-27,9.624703604381922e-20,1.1708913624938257e-10
539,Normal,3.1661752338170533e-20,0.9999999999629638,1.7246933745889048e-27,4.901069147184255e-25,3.703622062348246e-11
551,Normal,5.495212419308453e-21,0.9999999895548207,8.229516714533017e-22,4.6238619534177745e-20,1.0445179324209227e-08
552,Normal,3.575177820758337e-16,0.9999999999524822,2.1545120303981432e-16,1.297394198248906e-17,4.7517175255771786e-11
557,Normal,2.597918237305515e-16,0.9999999975730222,7.596676958644952e-15,4.718037507969836e-18,2.4269700743420183e-09
558,Normal,1.3136609461555387e-18,0.9999998651105926,5.270860023568723e-18,2.838616085278433e-17,1.348894075136683e-07
559,Normal,2.1012218921396962e-19,0.9999997809522317,3.0626557651894374e-17,1.347900791042504e-17,2.1904776826590963e-07
566,Normal,1.4152440932465953e-20,0.99999354726001,4.754786247303086e-19,1.8645598740039483e-19,6.4527399899989764e-06
571,Normal,4.2045536897261564e-16,0.9999828247582097,1.1841899041268429e-11,2.2999306963753942e-17,1.7175229948090033e-05
578,Normal,1.362069496783333e-16,0.9981078015428988,1.0428293817727085e-08,3.4676707050634044e-14,0.0018921880287726574
579,Normal,8.49957178418394e-16,0.9979885588993033,1.3644661972216405e-09,5.714628366468959e-17,0.0020114397362296027
581,Normal,3.590114120343031e-21,0.9746559351556335,1.6387526699121452e-14,2.0034549501423803e-13,0.025344064844149704
583,Normal,3.2059685439839146e-13,0.9926721585951822,0.0011571012432524104,2.9128591734487285e-14,0.006170740161215733
587,OSF,2.3498322300537216e-15,0.11447035303621518,0.8757073793747823,5.60330201168093e-07,0.009821707258799078
588,Normal,3.0618786674383757e-19,0.9332639210405218,2.319764871141164e-11,4.793045832010405e-15,0.06673607893627582
590,Normal,1.4158721930855716e-14,0.8940347167914027,0.00023521317405384828,7.957156567066537e-14,0.10573007003444965
591,Normal,2.485104437417112e-15,0.8834662465392408,7.815249899607632e-06,2.188809406720341e-15,0.11652593821085502
597,Normal,1.5798154963630858e-22,0.9999999999999989,2.4820483989640913e-34,4.837682192780095e-25,1.1151104665656988e-15
607,Normal,5.448387088364182e-16,0.9999999999974865,5.353922574936742e-23,2.28370163582587e-12,2.292323800401811e-13
608,Normal,2.594144674983542e-22,0.9999999999998315,6.69103897092703e-32,1.0680134608600846e-25,1.6854005235330538e-13
609,Normal,4.296174662107918e-16,0.9999999999999887,1.8568612805717955e-25,8.833645255609332e-19,1.0852791190156478e-14
611,Normal,2.8378896099432715e-18,0.9999999999998775,1.0239457832543525e-28,7.958767772498276e-26,1.2245563385364712e-13
613,Normal,1.1543373488439334e-18,0.9999999999995892,5.184299387214948e-28,5.752817491368104e-25,4.107467144863557e-13
615,Normal,1.8631676611217724e-19,0.9999999999997322,2.4299514841864105e-29,1.7693609475455375e-21,2.678273399233799e-13
621,Normal,5.561842339959603e-18,0.9999999999954969,3.810814948815107e-26,2.4175281972846523e-19,4.503113027741447e-12
624,Normal,8.729579998253637e-23,0.9999999878295142,3.1212479756647616e-23,2.310268466282621e-14,1.2170462771562767e-08
628,Normal,2.2545525555410377e-16,0.9999999999837548,1.523268923803722e-22,3.178048777022672e-22,1.6244968645541943e-11
632,Normal,2.9769219481100097e-17,0.999999999406444,1.2965381084372525e-21,4.9783548387792286e-21,5.935560311387798e-10
636,Normal,1.5925984707389158e-21,0.9999998180588314,2.1381025780860697e-21,2.878291466328202e-16,1.8194116824692816e-07
639,Normal,2.3465322070647082e-17,0.9999999964410985,2.7295490055478966e-20,1.4853885897878021e-21,3.5589014753428898e-09
646,Normal,3.484055679624737e-16,0.9999999964501483,1.0384172944783855e-17,1.4951801808447231e-22,3.5498513582553607e-09
652,Normal,1.0359503087085182e-16,0.9999994077446286,1.8187364993120134e-15,5.938149432169863e-20,5.922553695371423e-07
658,Normal,2.9310407427515867e-13,0.9920084288711092,0.007395842357872186,0.00013414174550406826,0.00046158702522148333
659,Normal,6.086689109671758e-17,0.9999796534900551,3.6381247193427413e-13,1.8334559679129837e-17,2.0346509580918225e-05
660,Normal,7.012301158445988e-15,0.9999816300831952,1.6663051259946547e-07,1.4269790664358676e-12,1.8203284858202962e-05
661,Normal,6.696320150075166e-20,0.9994745711909644,2.5136649693486303e-16,5.596487671378918e-17,0.0005254288090352202
665,Normal,3.026634834809086e-14,0.999914568469535,1.6726428917465176e-07,1.7473029654755627e-15,8.526426614371013e-05
669,Normal,1.171603524046632e-19,0.9926917686369161,1.5083612500563312e-13,2.799725893599661e-17,0.007308231362933077
672,Normal,2.6160590305377905e-16,0.9933366306645289,1.6772801856557562e-09,9.007139994649891e-17,0.006663367658190477
673,Normal,9.23138205238024e-15,0.9917091917556229,1.94163196801929e-09,5.154034167800844e-16,0.008290806302735342
676,Normal,1.3908525261444948e-17,0.9999999999999997,1.9916051713286345e-32,7.81202577730108e-22,3.4876925728242677e-16
677,Normal,6.69344380214e-23,0.9999999999999973,2.3435598701613838e-34,5.595830316338259e-25,2.749883452635171e-15
681,Normal,1.0944697240241641e-17,0.9999999999999988,2.1095007504478724e-32,4.661424704559182e-24,1.256469512471041e-15
688,Normal,4.163337699839145e-19,0.9999999999995812,4.837148890403334e-28,3.396973883831677e-19,4.188232026926926e-13
697,Normal,4.365909778852071e-24,0.9999999987777033,5.335137299263118e-26,1.3623493999715341e-17,1.2222967901457143e-09
701,Normal,1.2144958669960485e-21,0.9999999992717531,1.22786356621162e-24,2.1237091520864643e-19,7.282469155898275e-10
702,Normal,5.338571790913532e-17,0.9999999999948858,2.706341115515001e-23,7.19341677609028e-21,5.114217372301728e-12
709,Normal,9.067115452311678e-16,0.9999999998290372,6.925742421080014e-23,2.401341215933747e-20,1.7096194046304418e-10
712,Normal,5.495509459227585e-16,0.9999999999285156,6.400124154857685e-19,8.909587429919523e-19,7.148379529204772e-11
723,Normal,2.8132578968752085e-16,0.9999999977979064,3.163789515203592e-17,2.5994767631232948e-20,2.202093268775954e-09
725,Normal,5.49288960515275e-16,0.999999997083161,3.100413409268322e-17,1.1297331147871863e-21,2.9168384921577653e-09
728,Normal,1.74260618255328e-18,0.9999977383339768,3.0230247630681236e-19,1.0797646338456262e-20,2.2616660232686263e-06
729,Normal,6.67618437271919e-16,0.9999971007038317,1.7032358003024557e-13,9.489649639460829e-14,2.899295902407802e-06
730,Normal,2.2043014463231514e-18,0.9999992807175094,3.4612369231514516e-15,3.884665027996907e-17,7.19282487134994e-07
732,Normal,1.5131498881058258e-15,0.9999030760543622,2.524990076715864e-10,1.261312089937401e-09,9.69224318251598e-05
740,Normal,7.464617679691207e-16,0.9999742260857637,1.0671881977155824e-11,1.7868225004591028e-20,2.577390356365095e-05
741,Normal,4.8829486440670975e-17,0.9992160954443762,7.087349421406069e-10,1.612229473020124e-13,0.0007839038467276608
742,Normal,3.477804536841476e-17,0.9998793387371088,5.915635641209862e-11,3.166142232323519e-17,0.00012066120373486996
759,Normal,1.2956228620781736e-15,0.8641320953299819,0.003128808932016811,4.7735181009449175e-12,0.13273909573322648
760,Normal,1.6342584612417719e-16,0.8231517618502159,5.6267437113848184e-08,2.4459701326954892e-14,0.17684818188232249
763,Normal,4.140493634575113e-14,0.9999999959555055,2.763665316018712e-26,4.044435206611053e-09,1.7827922501741827e-14
767,Normal,1.0152730274555904e-19,0.9999999999999996,2.322110323305316e-29,8.39093744866091e-21,4.775587766836421e-16
771,Normal,7.950926556142921e-14,0.9999999999321729,2.1650336050608734e-23,6.77427799837248e-11,4.73315561783359e-15
