UID,y_true,p_HDF,p_Normal,p_OSF,p_PWF,p_TWF
162,OSF,5.055807180335075e-12,1.0934390411626673e-05,0.9999890655425638,9.888506412010956e-12,5.208033585950249e-11
167,Normal,1.3934416207158726e-09,0.9999999972794258,3.2138292795008597e-10,8.364104319895125e-10,1.6933928323331657e-10
168,Normal,5.484653261065711e-09,0.9999999892113552,1.2649793905900237e-09,3.489995463807563e-09,5.490166862108157e-10
171,Normal,4.561281313000631e-09,0.9999999799125581,1.05201423070319e-09,1.340119236303195e-08,1.0729541539035577e-09
175,Normal,3.961945335595076e-08,0.9999997858340653,5.528313299929436e-08,1.1787201502549458e-07,1.3913332873696394e-09
178,Normal,1.5588416591082385e-08,0.9999998210467993,5.926729802242708e-09,5.0800926712136765e-08,1.066371274598767e-07
179,Normal,2.5626137891677957e-09,0.9999999922624748,8.008823892773918e-10,4.0679067524549766e-09,3.061223253326482e-10
181,Normal,3.3678066507282816e-09,0.9999999893689276,1.0967218734387763e-09,5.764240390466898e-09,4.02303456556544e-10
182,Normal,8.799681579011623e-10,0.9999999985227028,2.0295548193864026e-10,2.080029011448038e-10,1.8637079889189928e-10
184,Normal,1.5378891493116364e-08,0.9999999246350096,5.846617086337079e-09,5.176167006160678e-08,2.377811490626685e-09
190,Normal,2.386364860925089e-09,0.9999999954115013,5.50392048464765e-10,1.3596253559196694e-09,2.921164608267622e-10
191,Normal,4.47137568900214e-09,0.9999999804575243,1.5692534205023216e-09,1.2967715657378724e-08,5.341309884459812e-10
192,Normal,1.6319887679270767e-09,0.999999994852649,6.204351556214788e-10,2.5187578024337178e-09,3.761691871931405e-10
195,PWF,7.50551394010886e-08,0.99634328513423,1.851234655696774e-08,0.00365657591669704,4.5381586834986335e-08
201,Normal,1.1205912671222513e-09,0.9999999950273999,4.553213088862526e-10,3.2090175922065766e-09,1.876698676342221e-10
204,Normal,3.2223466104184257e-09,0.9999999853749442,1.2842849815785792e-09,9.051408161486241e-09,1.06701614053411e-09
208,PWF,3.1252957087863234e-07,0.9862669349864098,2.6308419716993543e-07,0.013732438712919577,5.068690268583864e-08
212,Normal,7.4193073688483604e-09,0.9999999063284245,2.7568230565804655e-09,8.235558151562829e-08,1.139863586908197e-09
214,Normal,1.1673109067605251e-08,0.9999998997504184,3.86272060347489e-09,8.302916537805893e-08,1.6845865078304467e-09
219,Normal,5.390839210103291e-09,0.9999999689939204,2.154030232469249e-09,2.242859974676967e-08,1.032610469260495e-09
227,Normal,6.222721663358621e-09,0.9999999836299869,1.611451474649759e-09,8.102292142023974e-09,4.3354807446924124e-10
232,Normal,3.7537210008360435e-09,0.9999999826366285,1.8434710457503906e-09,1.0962212332194909e-08,8.039670906810128e-10
244,Normal,4.759717395032831e-09,0.9999998413218197,3.1770675203457993e-09,2.8254411078860135e-08,1.2248698434910585e-07
252,Normal,3.0335420358918644e-09,0.9999999909896625,6.996459149938848e-10,4.939902043622276e-09,3.372474710268822e-10
253,Normal,1.8868592399073473e-09,0.9999999935975599,7.173201272095814e-10,3.5025674933780464e-09,2.9569310753370645e-10
254,Normal,1.476700139901867e-08,0.9999999805010454,1.387349132672451e-09,3.047067756962047e-09,2.975364429777703e-10
255,Normal,1.5638341447800813e-09,0.9999999946765683,5.945252578939809e-10,2.9029417680758134e-09,2.6213026654061815e-10
256,Normal,1.2936175042652114e-09,0.9999999956131698,4.917965776016472e-10,2.401339232539633e-09,2.000769051667241e-10
257,Normal,0.0005764509571026599,0.9918801595537695,0.00010897545180816257,0.007381739155522533,5.267488179713498e-05
259,Normal,8.695737452251225e-09,0.9999999551056769,3.3058720252620087e-09,2.98997708686474e-08,2.9929425514408645e-09
261,Normal,4.392548599065648e-09,0.999999980625181,1.0344273990800117e-09,1.339795149468489e-08,5.498911932374265e-10
263,Normal,3.6019464917622097e-09,0.9999999896582935,8.307523353768472e-10,3.224157614900674e-09,2.6848501549787744e-09
271,Normal,4.278701043286604e-09,0.9999999633853034,9.868223722274492e-10,3.087881544577011e-08,4.703577347886934e-10
272,Normal,5.969661561471081e-09,0.9999999887460193,1.3768414642518315e-09,2.848240568156807e-09,1.0592371567514553e-09
276,Normal,4.3531404340762706e-09,0.999999936199894,4.092568624515047e-09,5.4772004961437654e-08,5.823919601609654e-10
277,Normal,3.030990625818212e-09,0.9999999734647318,6.990557163555366e-10,2.2131470431745014e-08,6.737512177741689e-10
281,Normal,3.0424771110288052e-09,0.9999999942722535,7.499864360121817e-10,1.5738907050951936e-09,3.6139199951159126e-10
283,Normal,3.287623080741731e-09,0.9999999938076904,8.27589906471884e-10,1.6778619108530363e-09,3.9923466746850555e-10
287,Normal,1.3289793470497384e-09,0.9999999957158581,5.399940003720587e-10,2.192268398994317e-09,2.229001157542183e-10
292,Normal,3.3203879348876055e-09,0.9999999875498186,1.2518657026734782e-09,7.4191753475201355e-09,4.587523805029283e-10
296,Normal,2.2373106170654468e-09,0.9999999902143554,6.512659833210458e-10,6.32950944295387e-09,5.675586582031754e-10
297,Normal,5.503147205880664e-09,0.9999999846183782,1.8211920454248678e-09,7.102914781091563e-09,9.543676095824533e-10
299,Normal,1.1691977350905242e-09,0.9999999970592903,3.4038577597099423e-10,5.298095933485364e-10,9.013168319760747e-10
300,Normal,2.3958631875721127e-08,0.9999998688213115,6.974092458089211e-09,4.4058498573319494e-08,5.618746550612656e-08
301,Normal,3.145031037827654e-09,0.9999999890763841,1.1686126936712329e-09,5.1473138595335656e-09,1.4626582097355538e-09
305,Normal,4.91526105135553e-08,0.9999997409228022,2.116624596902217e-08,8.730273494622073e-08,1.0145560641885978e-07
309,Normal,7.449624743046105e-09,0.9999999896569912,7.096117895658559e-10,1.7364875483432463e-09,4.4728463975330043e-10
313,Normal,2.2936096339999163e-08,0.9999998930834689,1.149400541913141e-08,5.109211537529695e-08,2.139431394623374e-08
316,Normal,2.540714306092587e-09,0.9999999876148339,1.401131352443797e-09,7.676657204183049e-09,7.666631519462105e-10
317,Normal,3.7581315080097845e-09,0.9999999711543722,2.072500772467163e-09,2.0203974180579515e-08,2.811021383707031e-09
326,Normal,3.5006851524102965e-08,0.9999997362525218,2.6501247965375784e-08,1.717767621822471e-07,3.0462616672405633e-08
327,Normal,2.5074675390268703e-08,0.9999903491531541,1.8993510022137607e-08,1.2312329984866125e-07,9.483655360529971e-06
328,OSF,7.352847415531767e-08,0.002018270001278048,0.9979750361255191,3.155498192840617e-08,6.5887897468639586e-06
329,Normal,1.1102744026819541e-08,0.9999896646299073,3.405212517124013e-09,2.3525100088784765e-08,1.0297337035985014e-05
335,Normal,2.4818108009146798e-09,0.9999999953800025,5.723975816898781e-10,1.1544968323298204e-09,4.1129211670052343e-10
336,Normal,1.1867617151188105e-09,0.9999999968666373,4.511662040678778e-10,9.326791053051273e-10,5.627556125747728e-10
337,Normal,1.4238249425047538e-09,0.9999999777277195,3.2841617505068586e-10,7.591798956192234e-10,1.976085943013972e-08
341,Normal,1.4076627206006939e-08,0.9999999401863477,4.965644910337987e-09,1.1064781307755996e-08,2.970659869039874e-08
345,Normal,6.019633117559026e-08,0.9983975458816982,1.3891448240910438e-08,0.0016022996401478227,8.039037453441901e-08
347,Normal,1.9160597700531047e-09,0.9999999965152706,4.4193740368150326e-10,8.091808619073652e-10,3.175512932098103e-10
350,Normal,8.254777962907919e-10,0.9999999981911052,3.1382317707006817e-10,4.4920780039122667e-10,2.2038590423393465e-10
353,Normal,1.4870164606259895e-09,0.9999999973333369,3.429879115716963e-10,4.746770429871354e-10,3.6198175250324847e-10
354,Normal,7.138436593446547e-10,0.999999998754419,1.6463786372281715e-10,1.8260214853923829e-10,1.844973558656224e-10
357,Normal,2.573593671913992e-09,0.9999999957431378,6.059025463834731e-10,7.199652214907286e-10,3.574006814527281e-10
363,Normal,1.9166714032180157e-09,0.9999999964156292,4.4205305032535203e-10,5.797088114654477e-10,6.459374501233446e-10
372,Normal,9.012638642777908e-10,0.9999999977150127,3.662036769112861e-10,8.101588253107313e-10,2.0736082901213379e-10
379,Normal,4.603878367528956e-09,0.9999999824301683,1.7106797525078043e-09,9.82936749281816e-09,1.4259061336392754e-09
380,Normal,1.478053833237591e-08,0.9999999386465792,5.492060060198994e-09,3.65075466340741e-08,4.573275798068212e-09
381,PWF,9.760304311362347e-07,0.42572210621011697,3.628752792548441e-07,0.574274907367883,1.6475162898437035e-06
382,Normal,4.780440065823233e-09,0.9999999859024973,1.7762886518647104e-09,6.288292499442313e-09,1.2524815605058893e-09
383,Normal,1.931017471483884e-08,0.9999999750245541,3.0129173516036534e-09,1.8065615217188325e-09,8.457922186332581e-10
384,Normal,5.057387240216232e-09,0.9999999862888012,1.4721471301300462e-09,4.942268092260591e-09,2.239396524663257e-09
390,Normal,1.8222422566359205e-08,0.9999998864938022,3.243919779633519e-09,8.889449752322868e-08,3.1453578146701244e-09
391,Normal,8.130954418342233e-09,0.9999998722264102,3.864508900301669e-09,1.1250609127815359e-07,3.272035369334447e-09
394,Normal,9.828988909615268e-09,0.9999999788324874,4.544217912930004e-09,5.597920561229515e-09,1.1963852384036274e-09
395,Normal,3.8923250683656145e-09,0.9999999861398063,1.9940940935943362e-09,6.961918933453696e-09,1.0118555467600596e-09
400,Normal,3.567193690005611e-09,0.9999999879053777,1.7520997499653756e-09,5.231430646518114e-09,1.5438982755618005e-09
402,Normal,1.344854994044711e-08,0.9999999114484305,7.416481494422751e-09,6.119821624548091e-08,6.488321938984138e-09
403,Normal,2.8875979287916388e-09,0.9999999812270831,1.5924229684402417e-09,1.3140239370523944e-08,1.1526565680052809e-09
406,Normal,1.020728714769185e-07,0.9970982680475589,0.002899140751209416,2.454745427779673e-06,3.438293224626973e-08
407,Normal,6.407955609319112e-09,0.9999998846613487,9.338663917112424e-08,1.2770658583798886e-08,2.7733978816253545e-09
412,Normal,2.6053216399864724e-09,0.9999991143439734,1.5299018166276853e-09,7.682236202263302e-09,8.738385669893973e-07
413,Normal,4.501278649023172e-09,0.9999988797019449,3.05004489230382e-08,7.842713333981844e-09,1.0774536144028702e-06
416,Normal,1.2418196874521979e-08,0.9999948796616321,1.6288355671858686e-08,8.340602556816097e-08,5.008225789763112e-06
417,Normal,1.7414983461396216e-08,0.999986199225137,2.304529351519936e-08,9.628218233120662e-08,1.366403240360332e-05
423,Normal,2.3322037881385593e-07,0.9999997091780264,2.0444546785710107e-08,3.205248833054916e-08,5.104559825832747e-09
424,Normal,1.1211602814232218e-09,0.9999999973438436,4.2623387943948696e-10,9.196941058834457e-10,1.890680109526989e-10
428,Normal,2.375433945461354e-09,0.9999999947729263,5.478611489062516e-10,1.9483157836935872e-09,3.554630414421013e-10
431,Normal,7.445331518548825e-10,0.9999999981473024,2.8305026349065404e-10,6.78474792386124e-10,1.466393774503978e-10
433,Normal,2.8170909633269034e-09,0.9999999936074497,6.497232620130545e-10,1.1896322474823152e-09,1.7361039771465732e-09
436,Normal,3.2579699376664575e-09,0.9999999924713753,1.2385874959101727e-09,1.6101978734288809e-09,1.421869577738014e-09
438,Normal,2.204770384174217e-09,0.9999999952735694,8.381909843978509e-10,1.0933506802674691e-09,5.901183831623623e-10
440,Normal,6.334620115100057e-09,0.9999999682962196,1.4609932742105652e-09,2.0219328006480463e-09,2.188623402576786e-08
443,PWF,2.6899290486948865e-05,0.9263336990754292,3.0954381540020405e-05,0.07353682328993388,7.162396261009141e-05
447,Normal,1.5668670705845644e-09,0.99999999654995,5.527250007157976e-10,9.70744581874357e-10,3.597132592365532e-10
451,Normal,7.67154235144454e-09,0.999999985748439,1.8910383372934338e-09,2.2461932409433354e-09,2.4427869506730296e-09
452,Normal,1.4015529129692028e-09,0.9999999975351705,3.4551797089707734e-10,3.931679376415177e-10,3.245905549335228e-10
455,Normal,6.982539216567892e-09,0.9999999789885807,2.6320880540769544e-09,7.612538274871735e-09,3.7842538070183214e-09
459,Normal,1.2835322689293328e-09,0.9999999968096991,5.215286579970855e-10,1.1539014698492898e-09,2.3133868699505465e-10
461,Normal,1.8867427158309623e-09,0.9999999967736237,4.5619311565726135e-10,5.884346912346922e-10,2.950058880571319e-10
467,Normal,8.598244544656851e-09,0.9999999747824677,3.194886663222194e-09,1.0731998208575836e-08,2.692402853389235e-09
477,Normal,2.5518521052133483e-09,0.999999961635155,1.3073503807052466e-09,3.360719590446091e-08,8.984463582449343e-10
478,Normal,4.596278489425233e-09,0.9999999543536898,1.8446847659299327e-09,2.9310289453932198e-08,9.89505744289461e-09
481,Normal,1.364625750398987e-09,0.9999999784537772,7.369392080437038e-10,1.894406317039644e-08,5.005946531482574e-10
482,Normal,1.4796671561086505e-09,0.9999999803494782,6.260353563148265e-10,1.696199814722927e-08,5.828209745508347e-10
483,Normal,7.475563549314902e-09,0.9999998706405931,4.122634673441007e-09,1.0696040662808853e-07,1.0800801890255429e-08
484,Normal,2.2927412245927728e-08,0.9999997386708007,3.217110857206186e-08,1.9900271354140034e-07,7.227965060365143e-09
485,Normal,3.5581022160599935e-09,0.9999999427765477,1.962189279501861e-09,5.0368068695003384e-08,1.3350921319860056e-09
486,Normal,6.498112865185725e-09,0.9999998799837659,2.4638602297585143e-09,1.0777175584323201e-07,3.282505151871741e-09
489,Normal,1.157159204003364e-09,0.9999999862774798,6.757267161678316e-10,1.1541949373767986e-08,3.4768478404056313e-10
493,Normal,4.422152771953992e-09,0.9999999740358654,2.5944099793756303e-09,1.766179978538182e-08,1.2857720396790707e-09
496,Normal,2.3024254235607575e-09,0.9999999569786834,9.902759533426734e-10,5.927651390459924e-09,3.380096363155813e-08
502,Normal,6.8912550611226325e-09,0.9999990549127927,4.41545705104286e-11,1.739190475454372e-08,9.207598926874408e-07
508,Normal,1.518186302677193e-09,0.9999999953940311,3.5764873699655235e-10,2.4762346034525353e-09,2.5389938710715573e-10
509,Normal,4.832662647440957e-09,0.9999988360034229,1.8374864968172755e-09,1.223138840893682e-08,1.145095039741447e-06
511,Normal,3.237746106298705e-09,0.9999999816409174,1.2308986997026463e-09,1.1399524821944453e-08,2.490912962422835e-09
512,Normal,1.22404859699148e-09,0.9999999930856838,4.653483555979188e-10,4.752869023197685e-09,4.720501037581987e-10
516,Normal,5.723863609320122e-10,0.9999999957787298,2.1760459736319985e-10,3.2120119781628576e-09,2.1926726250572385e-10
518,Normal,1.2931752200327784e-08,0.9999999363363018,2.2861581701579462e-09,4.647578167456548e-08,1.9700062794647842e-09
522,Normal,7.834223256959247e-10,0.999999997568362,2.9783481791273355e-10,7.325727506325364e-10,6.178079548964441e-10
523,Normal,5.043225168871096e-10,0.9999999986821666,1.6912628238941624e-10,5.447336396395824e-10,9.965098420794881e-11
534,Normal,1.5543149306151745e-09,0.9999999952410206,5.909052161976907e-10,2.0180245001228696e-09,5.957348937749281e-10
535,Normal,5.793871185639183e-10,0.9999999983213224,2.2026638474003976e-10,7.52239546329773e-10,1.2678436529106263e-10
536,Normal,1.157697023966931e-08,0.9999999847004251,6.849335101832359e-10,1.9920907369834595e-09,1.0455805481943046e-09
538,Normal,9.701812957012264e-10,0.9999999979531164,2.3915072892927135e-10,6.366150777434348e-10,2.0093669244221526e-10
539,Normal,1.1157703852189249e-09,0.9999999971777744,2.750385657294712e-10,8.214793956560856e-10,6.099371369522018e-10
551,Normal,2.36048613310211e-09,0.9999999916794761,8.77094522489339e-10,4.040417112102781e-09,1.0425259729791424e-09
552,Normal,6.0977508582902144e-09,0.999999986481463,5.962727658196619e-09,7.988823524925816e-10,6.591762087485701e-10
557,Normal,1.0055729185907993e-08,0.9999999804048961,2.0523915799229967e-09,6.484778539898767e-09,1.002204525881309e-09
558,Normal,2.7549874266800454e-09,0.9999999926240701,6.612911647455637e-10,3.5696073807719266e-09,3.9004383498315783e-10
559,Normal,2.327593627330707e-09,0.9999999909343821,1.0023171078738167e-09,4.888312234609031e-09,8.473949318972524e-10
566,Normal,1.3551182837954415e-09,0.9999999938522475,5.438674637465516e-10,3.6501601836960685e-09,5.986066074332341e-10
571,Normal,3.26125932443349e-09,0.9999999612845532,1.7984885775439332e-09,3.274333304762516e-08,9.123660288852584e-10
578,Normal,4.476916160793052e-09,0.9999999719776337,3.207696914271094e-09,1.8778348512963718e-08,1.5594046389685298e-09
579,Normal,2.1789720927428757e-08,0.9999998304226246,1.5615376276778377e-08,9.139504506697847e-08,4.077723291095991e-08
581,Normal,4.046500081515813e-08,0.9988251996259416,8.81468554717275e-09,1.2337342363806418e-07,0.0011746277209486685
583,Normal,9.95795784071114e-08,0.9999770593249037,1.9104375986363932e-05,1.0935737321099233e-07,3.6273621582628173e-06
587,OSF,7.7322268013789e-08,0.9984764962189271,0.0015199408896696598,3.2937654240416564e-07,3.1561925930267375e-06
588,Normal,7.964701529547604e-09,0.9999871101205982,1.0298977930184085e-10,1.7745186725759903e-08,1.2864066523754036e-05
590,Normal,3.343208266785854e-07,0.9949351127224587,5.305551078876516e-06,1.1655333180205133e-06,0.005058081872317739
591,Normal,1.3534098800436434e-07,0.9990584267608713,2.1370997551343122e-06,4.694194425248091e-07,0.0009388313789429707
597,Normal,5.300857411087883e-10,0.9999999970130509,1.777660212967689e-10,1.5107692821165478e-09,7.683280529843843e-10
607,Normal,1.6571037323846542e-09,0.9999999937874466,6.15406002304843e-10,3.7209608988760748e-09,2.1908273042892315e-10
608,Normal,9.534725428754626e-10,0.9999999976353242,3.197500981766763e-10,6.122629837521884e-10,4.791902948947791e-10
609,Normal,1.4368496130006713e-09,0.9999999965152893,7.229242392255323e-10,6.155229445467157e-10,7.094141038115952e-10
611,Normal,8.973428339540928e-10,0.9999999981694829,3.411440392347024e-10,3.1511530362720606e-10,2.76914944525948e-10
613,Normal,1.0622398012118748e-09,0.9999999978029936,4.0383314237267884e-10,3.75994795983e-10,3.549385402703777e-10
615,Normal,8.503604849700497e-10,0.9999999983067627,2.851870280403008e-10,4.2021240557348515e-10,1.3747758643322586e-10
621,Normal,2.1240126741606735e-09,0.9999999528724501,7.408172611199164e-10,4.3860856487226327e-08,4.0186356409053767e-10
624,Normal,2.4938791418680133e-08,0.9999978682880583,1.0134043837251247e-08,2.2140160058604742e-07,1.8752375061833182e-06
628,Normal,2.8774671519930312e-09,0.99999996867806,1.0848721210434113e-09,2.6873989826456644e-08,4.856111343705071e-10
632,Normal,3.537868766510966e-09,0.9999999909610772,1.4375152517227558e-09,1.9777877361482706e-09,2.0857510404681688e-09
636,Normal,4.215577711472249e-09,0.9999999903503264,1.5665363921449289e-09,2.267177445613679e-09,1.6003820969295937e-09
639,Normal,1.851458454878067e-09,0.9999999952798526,6.879543718811473e-10,1.3283063965651063e-09,8.524282068991328e-10
646,Normal,3.0480760977194243e-09,0.9999999884166079,1.0086187659606666e-09,6.929546794718954e-09,5.971503759128827e-10
652,Normal,2.1080552891843864e-09,0.99999996186674,1.079986915868893e-09,3.3828256838381074e-08,1.1169608661896485e-09
658,Normal,3.5640011939868686e-07,0.9996497759749557,8.597819961070146e-08,0.00034977255732583233,9.089399371047424e-09
659,Normal,6.527172465523368e-09,0.9999998664406452,3.59961457733339e-09,1.1258569573467964e-07,1.0846872131194023e-08
660,Normal,1.5218009217189578e-09,0.9999999674553852,7.786551817578312e-10,2.9770420375630392e-08,4.737385325908191e-10
661,Normal,2.764284956751244e-09,0.9999999732134828,1.048121494649426e-09,2.0027767994091807e-08,2.946342599694302e-09
665,Normal,2.956132539034498e-09,0.9999999543762216,1.7969526134013476e-09,3.94304752287481e-08,1.440218177166784e-09
669,Normal,2.952845358320495e-07,0.999997955249783,2.213581550013471e-07,1.3182306896335317e-06,2.0987683648000037e-07
672,Normal,1.3510150236803167e-07,0.9999259369017824,1.0116458131105856e-07,6.035663226432962e-07,7.322326581121238e-05
673,Normal,4.245369228198683e-09,0.9999950772633317,8.893615178160806e-10,9.501553625120821e-09,4.908100384060131e-06
676,Normal,3.2880804193243203e-09,0.9999999668307058,7.583572921216503e-10,2.8265397188727652e-08,8.574593079373152e-10
677,Normal,2.1022122693672733e-09,0.9999999936433255,4.848456625513022e-10,3.2977695671576583e-09,4.718471120919269e-10
681,Normal,5.72717204240617e-09,0.999999972100626,1.3208937602088678e-09,1.9781327430126754e-08,1.0699808387046013e-09
688,Normal,8.36570052923844e-10,0.9999999984969816,1.9294336986769133e-10,3.483169037953332e-10,1.2518781831849675e-10
697,Normal,8.459658891670357e-10,0.9999999982782297,1.9511051065373954e-10,3.7178222359468545e-10,3.0891166977410123e-10
701,Normal,7.048627757787483e-10,0.9999999987670884,1.6256678090968249e-10,2.1229388802301273e-10,1.5318800395342536e-10
702,Normal,1.872886125354921e-09,0.9999999960439272,7.609955449514244e-10,9.36043726392788e-10,3.8614749626450124e-10
709,Normal,1.7562749042938374e-09,0.9999999968762294,4.3295786609568124e-10,5.278288713351964e-10,4.067089029743452e-10
712,Normal,3.152045049750023e-09,0.999999992745326,1.118861494150178e-09,2.040432190212261e-09,9.433351979272282e-10
723,Normal,2.4800131210757995e-09,0.9999999927423417,8.20638313523101e-10,3.4711467429059028e-09,4.858602726689886e-10
725,Normal,3.761858663297138e-09,0.9999999889913417,1.2448118488682388e-09,5.265033740536737e-09,7.369542124458436e-10
728,Normal,3.507336146455382e-09,0.9999999893722339,1.183190582548739e-09,4.824041545212781e-09,1.113197647214038e-09
729,Normal,3.506120023020714e-09,0.9999999702292506,1.3017560258938944e-09,2.3553369886768194e-08,1.4095036262822206e-09
730,Normal,1.3650110068893246e-09,0.9999999920360344,6.993146882916267e-10,5.551164941266713e-09,3.48475134804473e-10
732,Normal,5.274657019270478e-09,0.9999999784744218,1.357546984998496e-09,1.3693355862001526e-08,1.2000181771591596e-09
740,Normal,2.2026416496750544e-08,0.9999998153239741,1.0803319409087611e-08,7.02981840947513e-08,8.154810614448071e-08
741,Normal,5.9215727562823204e-09,0.9999999577887833,8.490589768477242e-09,2.4731024284953864e-08,3.0680298976887157e-09
742,Normal,6.488773002267091e-09,0.999999940976599,3.789381429974919e-09,4.517206223202171e-08,3.573184193929089e-09
759,Normal,2.1569943418036888e-07,0.9997706832213304,4.281283098792593e-06,5.206983574805804e-06,0.0002196128125618224
760,Normal,1.4063365416509292e-07,0.9997870832265927,2.5076837291594683e-08,2.9626718454296383e-06,0.00020978839107044505
763,Normal,3.537054236250307e-06,0.9999817087096385,1.1943494414748967e-06,1.3477555278003603e-05,8.233140580153211e-08
767,Normal,2.992664242884436e-09,0.9999999730950061,1.1377258174914525e-09,2.1851598850737856e-08,9.23004948882664e-10
